Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
56,tt1202539,2013-10-05,2013-10-05,,Un été sans point ni coup sûr,https://www.imdb.com/title/tt1202539/,movie,6.8,104,2008,"Drama, Sport",414,2008-08-01,Francis Leclerc
57,tt1466570,2013-10-05,2013-10-05,,Frisson des collines,https://www.imdb.com/title/tt1466570/,movie,6.7,103,2011,"Drama, Romance",373,2011-04-15,Richard Roy
58,tt0349825,2013-10-05,2013-10-05,,Miracle,https://www.imdb.com/title/tt0349825/,movie,7.5,135,2004,"Biography, Drama, History, Sport",45987,2004-02-02,Gavin O'Connor
59,tt0134618,2013-10-05,2013-10-05,,"Mystery, Alaska",https://www.imdb.com/title/tt0134618/,movie,6.7,119,1999,"Comedy, Drama, Sport",24931,1999-10-01,Jay Roach
60,tt0202470,2013-10-05,2013-10-05,,Rock Star,https://www.imdb.com/title/tt0202470/,movie,6.3,105,2001,"Drama, Music",39990,2001-09-04,Stephen Herek
61,tt0156812,2013-10-05,2013-10-05,,My Dog Skip,https://www.imdb.com/title/tt0156812/,movie,7.0,95,2000,"Comedy, Drama, Family",18865,2000-01-08,Jay Russell
62,tt0410097,2013-10-05,2013-10-05,,Hustle & Flow,https://www.imdb.com/title/tt0410097/,movie,7.3,116,2005,"Crime, Drama, Music",37863,2005-01-31,Craig Brewer
63,tt0087373,2013-10-05,2013-10-05,,La guerre des tuques,https://www.imdb.com/title/tt0087373/,movie,7.6,92,1984,"Comedy, Drama, Family",1716,1984-10-03,André Mélançon
64,tt0140888,2013-10-05,2013-10-05,,Central do Brasil,https://www.imdb.com/title/tt0140888/,movie,8.0,110,1998,Drama,34612,1998-01-16,Walter Salles
65,tt0318462,2013-10-05,2013-10-05,,Diarios de motocicleta,https://www.imdb.com/title/tt0318462/,movie,7.8,126,2004,"Adventure, Biography, Drama",94339,2004-01-15,Walter Salles
66,tt0312859,2013-10-05,2013-10-05,,Kannathil Muthamittal,https://www.imdb.com/title/tt0312859/,movie,8.4,123,2002,"Action, Drama, War",6923,2002-02-14,Mani Ratnam
67,tt0117631,2013-10-05,2013-10-05,,Shine,https://www.imdb.com/title/tt0117631/,movie,7.7,105,1996,"Biography, Drama, Music, Romance",50035,1996-01-21,Scott Hicks
68,tt0990404,2013-10-05,2013-10-05,,Chop Shop,https://www.imdb.com/title/tt0990404/,movie,7.3,84,2007,Drama,3942,2007-05-21,Ramin Bahrani
69,tt0468489,2013-10-05,2013-10-05,,Half Nelson,https://www.imdb.com/title/tt0468489/,movie,7.2,106,2006,Drama,82524,2006-01-23,Ryan Fleck
70,tt0301357,2013-10-05,2013-10-05,,Good Bye Lenin!,https://www.imdb.com/title/tt0301357/,movie,7.7,121,2003,"Comedy, Drama, Romance",134098,2003-02-09,Wolfgang Becker
71,tt0404030,2013-10-06,2013-10-06,,Everything Is Illuminated,https://www.imdb.com/title/tt0404030/,movie,7.4,106,2005,"Comedy, Drama",55940,2005-09-03,Liev Schreiber
72,tt0195234,2013-10-06,2013-10-06,,Saving Grace,https://www.imdb.com/title/tt0195234/,movie,6.9,93,2000,"Comedy, Crime",17210,2000-01-24,Nigel Cole
73,tt0444653,2013-10-08,2013-10-08,,Keeping Mum,https://www.imdb.com/title/tt0444653/,movie,6.8,99,2005,"Comedy, Crime",32340,2005-12-02,Niall Johnson
74,tt3063516,2014-02-05,2014-02-05,,Bad Grandpa,https://www.imdb.com/title/tt3063516/,movie,6.5,92,2013,Comedy,87782,2013-10-23,Jeff Tremaine
75,tt1032856,2014-02-06,2014-02-06,,Bikur Ha-Tizmoret,https://www.imdb.com/title/tt1032856/,movie,7.5,87,2007,"Comedy, Drama, Music, Romance",12555,2007-05-19,Eran Kolirin
76,tt0119164,2014-02-19,2014-02-19,,The Full Monty,https://www.imdb.com/title/tt0119164/,movie,7.2,91,1997,"Comedy, Drama",96258,1997-08-13,Peter Cattaneo
77,tt0780511,2014-04-23,2014-04-23,,Everybody's Fine,https://www.imdb.com/title/tt0780511/,movie,7.1,99,2009,Drama,57673,2009-11-03,Kirk Jones
78,tt0327137,2014-07-19,2014-07-19,,Secondhand Lions,https://www.imdb.com/title/tt0327137/,movie,7.5,111,2003,"Comedy, Drama, Family",50605,2003-09-05,Tim McCanlies
79,tt0124315,2014-07-24,2014-07-24,,The Cider House Rules,https://www.imdb.com/title/tt0124315/,movie,7.4,126,1999,"Drama, Romance",90854,1999-09-07,Lasse Hallström
80,tt0096018,2014-07-31,2014-07-31,,Running on Empty,https://www.imdb.com/title/tt0096018/,movie,7.7,116,1988,"Crime, Drama, Music, Romance",13358,1988-09-07,Sidney Lumet
81,tt1022603,2014-08-19,2014-08-19,,(500) Days of Summer,https://www.imdb.com/title/tt1022603/,movie,7.7,95,2009,"Comedy, Drama, Romance",458763,2009-01-17,Marc Webb
82,tt0094898,2014-08-22,2014-08-22,,Coming to America,https://www.imdb.com/title/tt0094898/,movie,7.0,116,1988,"Comedy, Romance",156964,1988-06-26,John Landis
83,tt0494222,2014-08-29,2014-08-29,,Eagle vs Shark,https://www.imdb.com/title/tt0494222/,movie,6.8,88,2007,"Comedy, Romance",22193,2007-01-31,Taika Waititi
84,tt0335266,2014-09-01,2014-09-01,,Lost in Translation,https://www.imdb.com/title/tt0335266/,movie,7.7,102,2003,"Drama, Romance",395209,2003-08-29,Sofia Coppola
85,tt0092718,2014-09-01,2014-09-01,,Can't Buy Me Love,https://www.imdb.com/title/tt0092718/,movie,6.8,94,1987,"Comedy, Drama, Romance",31199,1987-08-14,Steve Rash
86,tt0088172,2014-09-08,2014-09-08,,Starman,https://www.imdb.com/title/tt0088172/,movie,7.0,115,1984,"Romance, Sci-Fi",41044,1984-12-14,John Carpenter
87,tt0124879,2014-09-11,2014-09-11,,Simon Birch,https://www.imdb.com/title/tt0124879/,movie,6.9,114,1998,"Comedy, Drama, Family",20172,1998-09-11,Mark Steven Johnson
88,tt0758758,2014-09-29,2014-09-29,,Into the Wild,https://www.imdb.com/title/tt0758758/,movie,8.1,148,2007,"Adventure, Biography, Drama",550689,2007-09-01,Sean Penn
89,tt0120102,2014-11-10,2014-11-10,,Seven Years in Tibet,https://www.imdb.com/title/tt0120102/,movie,7.1,136,1997,"Adventure, Biography, Drama, History, War",121790,1997-09-13,Jean-Jacques Annaud
90,tt2883512,2014-11-13,2014-11-13,,Chef,https://www.imdb.com/title/tt2883512/,movie,7.3,114,2014,"Adventure, Comedy, Drama",186425,2014-03-07,Jon Favreau
91,tt1389137,2014-11-19,2014-11-19,,We Bought a Zoo,https://www.imdb.com/title/tt1389137/,movie,7.1,124,2011,"Comedy, Drama, Family",131114,2011-11-26,Cameron Crowe
92,tt2278388,2014-11-21,2014-11-21,,The Grand Budapest Hotel,https://www.imdb.com/title/tt2278388/,movie,8.1,99,2014,"Adventure, Comedy, Crime",675058,2014-02-06,Wes Anderson
93,tt0283900,2014-11-22,2014-11-22,,L'auberge espagnole,https://www.imdb.com/title/tt0283900/,movie,7.3,122,2002,"Comedy, Drama, Romance",38629,2002-05-17,Cédric Klapisch
94,tt0279064,2014-11-25,2014-11-25,,Elling,https://www.imdb.com/title/tt0279064/,movie,7.5,89,2001,"Comedy, Drama",13797,2001-03-16,Petter Næss
95,tt1306980,2014-11-26,2014-11-26,,50/50,https://www.imdb.com/title/tt1306980/,movie,7.6,100,2011,"Comedy, Drama, Romance",309331,2011-09-12,Jonathan Levine
96,tt0184907,2014-12-08,2014-12-08,,Snow Day,https://www.imdb.com/title/tt0184907/,movie,5.1,89,2000,"Adventure, Comedy, Family",11228,2000-01-29,Chris Koch
97,tt0319343,2014-12-08,2014-12-08,,Elf,https://www.imdb.com/title/tt0319343/,movie,6.9,97,2003,"Comedy, Family, Fantasy, Romance",209338,2003-10-09,Jon Favreau
98,tt0096061,2014-12-11,2014-12-11,,Scrooged,https://www.imdb.com/title/tt0096061/,movie,7.0,101,1988,"Comedy, Drama, Fantasy, Romance",82501,1988-11-17,Richard Donner
99,tt0337721,2014-12-23,2014-12-23,,The Snow Walker,https://www.imdb.com/title/tt0337721/,movie,7.3,103,2003,"Adventure, Drama",9865,2003-09-11,Charles Martin Smith
100,tt0110989,2014-12-23,2014-12-23,,Ri¢hie Ri¢h,https://www.imdb.com/title/tt0110989/,movie,5.4,95,1994,"Comedy, Family",61604,1994-12-21,Donald Petrie
101,tt0366777,2014-12-26,2014-12-26,,Millions,https://www.imdb.com/title/tt0366777/,movie,6.9,98,2004,"Comedy, Crime, Drama, Family",24155,2004-09-14,Danny Boyle
102,tt1937118,2015-01-16,2015-01-16,,Casse-tête chinois,https://www.imdb.com/title/tt1937118/,movie,7.0,117,2013,"Comedy, Drama, Romance",12941,2013-08-23,Cédric Klapisch
103,tt0384793,2015-01-18,2015-01-18,,Accepted,https://www.imdb.com/title/tt0384793/,movie,6.4,93,2006,Comedy,120096,2006-08-18,Steve Pink
104,tt0215129,2015-01-18,2015-01-18,,Road Trip,https://www.imdb.com/title/tt0215129/,movie,6.4,93,2000,Comedy,153688,2000-05-11,Todd Phillips
105,tt2305051,2015-04-15,2015-04-15,,Wild,https://www.imdb.com/title/tt2305051/,movie,7.1,115,2014,"Biography, Drama",115765,2014-08-29,Jean-Marc Vallée
106,tt1798709,2015-04-20,2015-04-20,,Her,https://www.imdb.com/title/tt1798709/,movie,8.0,126,2013,"Drama, Romance, Sci-Fi",511870,2013-10-12,Spike Jonze
107,tt0804497,2015-06-11,2015-06-11,,It's Kind of a Funny Story,https://www.imdb.com/title/tt0804497/,movie,7.1,101,2010,"Comedy, Drama, Romance",130559,2010-09-11,"Anna Boden, Ryan Fleck"
108,tt0166943,2015-06-25,2015-06-25,,Music of the Heart,https://www.imdb.com/title/tt0166943/,movie,6.8,124,1999,"Drama, Music",11633,1999-09-06,Wes Craven
109,tt1924435,2015-06-25,2015-06-25,,Let's Be Cops,https://www.imdb.com/title/tt1924435/,movie,6.4,104,2014,"Action, Comedy, Crime",124948,2014-08-13,Luke Greenfield
110,tt1630036,2015-07-27,2015-07-27,,Courageous,https://www.imdb.com/title/tt1630036/,movie,7.0,129,2011,"Drama, Fantasy",18504,2011-08-26,Alex Kendrick
111,tt2179116,2015-08-05,2015-08-05,,The Kings of Summer,https://www.imdb.com/title/tt2179116/,movie,7.1,95,2013,"Adventure, Comedy, Drama",75685,2013-01-19,Jordan Vogt-Roberts
112,tt0083929,2015-10-21,2015-10-21,,Fast Times at Ridgemont High,https://www.imdb.com/title/tt0083929/,movie,7.2,90,1982,"Comedy, Drama",89432,1982-08-13,Amy Heckerling
113,tt1727388,2016-03-08,2016-03-08,,The Way Way Back,https://www.imdb.com/title/tt1727388/,movie,7.4,103,2013,"Comedy, Drama",136760,2013-01-21,"Jim Rash, Nat Faxon"
114,tt1714206,2016-03-09,2016-03-09,,The Spectacular Now,https://www.imdb.com/title/tt1714206/,movie,7.1,95,2013,"Comedy, Drama, Romance",140191,2013-01-18,James Ponsoldt
115,tt1045658,2016-04-06,2016-04-06,,Silver Linings Playbook,https://www.imdb.com/title/tt1045658/,movie,7.7,122,2012,"Comedy, Drama, Romance",644114,2012-09-08,David O. Russell
116,tt1626146,2016-04-23,2016-04-23,,Hector and the Search for Happiness,https://www.imdb.com/title/tt1626146/,movie,7.0,120,2014,"Adventure, Comedy, Drama",43852,2014-08-14,Peter Chelsom
117,tt2170593,2016-04-26,2016-04-26,,St. Vincent,https://www.imdb.com/title/tt2170593/,movie,7.2,102,2014,"Comedy, Drama",92831,2014-09-05,Theodore Melfi
118,tt3850214,2016-06-08,2016-06-08,,Dope,https://www.imdb.com/title/tt3850214/,movie,7.2,103,2015,"Comedy, Crime, Drama",78956,2015-01-24,Rick Famuyiwa
119,tt3544112,2016-08-15,2016-08-15,,Sing Street,https://www.imdb.com/title/tt3544112/,movie,7.9,106,2016,"Comedy, Drama, Music, Romance",80897,2016-01-24,John Carney
120,tt2980648,2016-10-21,2016-10-21,,The Hundred-Foot Journey,https://www.imdb.com/title/tt2980648/,movie,7.3,122,2014,"Comedy, Drama",73669,2014-08-07,Lasse Hallström
121,tt1441952,2017-01-16,2017-01-16,,Salmon Fishing in the Yemen,https://www.imdb.com/title/tt1441952/,movie,6.8,107,2011,"Comedy, Drama, Romance",60706,2011-09-10,Lasse Hallström
122,tt0239948,2017-04-22,2017-04-22,,Saving Silverman,https://www.imdb.com/title/tt0239948/,movie,5.9,90,2001,"Comedy, Crime, Romance",37813,2001-02-07,Dennis Dugan
123,tt4714568,2017-05-03,2017-05-03,,The Young Offenders,https://www.imdb.com/title/tt4714568/,movie,7.1,83,2016,"Adventure, Comedy, Crime, Drama",9870,2016-09-16,Peter Foott
124,tt1570728,2017-06-07,2017-06-07,,"Crazy, Stupid, Love.",https://www.imdb.com/title/tt1570728/,movie,7.4,118,2011,"Comedy, Drama, Romance",456605,2011-07-19,"Glenn Ficarra, John Requa"
125,tt3416742,2017-06-09,2017-06-09,,What We Do in the Shadows,https://www.imdb.com/title/tt3416742/,movie,7.7,86,2014,"Comedy, Horror",144470,2014-01-19,"Taika Waititi, Jemaine Clement"
126,tt1196956,2017-06-09,2017-06-09,,One Chance,https://www.imdb.com/title/tt1196956/,movie,6.8,103,2013,"Biography, Comedy, Drama, Music",11178,2013-09-09,David Frankel
127,tt5078204,2017-07-12,2017-07-12,,Demain tout commence,https://www.imdb.com/title/tt5078204/,movie,7.4,118,2016,"Comedy, Drama",20503,2016-11-04,Hugo Gélin
128,tt5213534,2017-07-13,2017-07-13,,Supersonic,https://www.imdb.com/title/tt5213534/,movie,7.9,122,2016,"Documentary, Biography, Music",9594,2016-10-02,Mat Whitecross
129,tt1412386,2017-07-18,2017-07-18,,The Best Exotic Marigold Hotel,https://www.imdb.com/title/tt1412386/,movie,7.2,124,2011,"Comedy, Drama, Romance",88127,2011-11-30,John Madden
130,tt3719896,2017-07-22,2017-07-22,,My All-American,https://www.imdb.com/title/tt3719896/,movie,7.1,118,2015,"Biography, Drama, Sport",5608,2015-11-10,Angelo Pizzo
131,tt4276820,2017-08-06,2017-08-06,,The Founder,https://www.imdb.com/title/tt4276820/,movie,7.2,115,2016,"Biography, Drama, History",111550,2016-11-24,John Lee Hancock
132,tt0478311,2017-08-28,2017-08-28,,Knocked Up,https://www.imdb.com/title/tt0478311/,movie,6.9,129,2007,"Comedy, Romance",342098,2007-03-12,Judd Apatow
133,tt0105327,2017-09-05,2017-09-05,,School Ties,https://www.imdb.com/title/tt0105327/,movie,6.9,106,1992,Drama,21446,1992-09-18,Robert Mandel
134,tt0097722,2017-09-07,2017-09-07,,Lean on Me,https://www.imdb.com/title/tt0097722/,movie,7.4,108,1989,Drama,17398,1989-03-03,John G. Avildsen
135,tt0119951,2017-10-28,2017-10-28,,Private Parts,https://www.imdb.com/title/tt0119951/,movie,6.9,109,1997,"Biography, Comedy, Drama",33108,1997-03-07,Betty Thomas
136,tt4341582,2017-12-21,2017-12-21,,Queen of Katwe,https://www.imdb.com/title/tt4341582/,movie,7.4,124,2016,"Biography, Drama, Sport",14370,2016-09-10,Mira Nair
137,tt3606888,2017-12-31,2017-12-31,,A Street Cat Named Bob,https://www.imdb.com/title/tt3606888/,movie,7.3,103,2016,"Biography, Drama, Family",25560,2016-11-03,Roger Spottiswoode
138,tt0095253,2018-01-03,2018-01-03,,The Great Outdoors,https://www.imdb.com/title/tt0095253/,movie,6.7,91,1988,Comedy,37687,1988-06-17,Howard Deutch
139,tt5555502,2018-02-14,2018-02-14,,Bienvenue à Marly-Gomont,https://www.imdb.com/title/tt5555502/,movie,7.0,96,2016,"Biography, Comedy, Drama",7398,2016-06-08,Julien Rambaldi
140,tt1068680,2018-02-19,2018-02-19,,Yes Man,https://www.imdb.com/title/tt1068680/,movie,6.8,104,2008,"Comedy, Romance",325258,2008-12-09,Peyton Reed
141,tt0119528,2018-02-19,2018-02-19,,Liar Liar,https://www.imdb.com/title/tt0119528/,movie,6.9,86,1997,"Comedy, Fantasy",272384,1997-03-18,Tom Shadyac
142,tt0405422,2018-02-19,2018-02-19,,The 40 Year Old Virgin,https://www.imdb.com/title/tt0405422/,movie,7.1,116,2005,"Comedy, Romance",381066,2005-08-11,Judd Apatow
143,tt0357413,2018-02-19,2018-02-19,,Anchorman: The Legend of Ron Burgundy,https://www.imdb.com/title/tt0357413/,movie,7.2,94,2004,Comedy,320727,2004-06-28,Adam McKay
144,tt0396269,2018-02-19,2018-02-19,,Wedding Crashers,https://www.imdb.com/title/tt0396269/,movie,6.9,119,2005,"Comedy, Romance",324622,2005-07-13,David Dobkin
145,tt0328828,2018-02-19,2018-02-19,,American Wedding,https://www.imdb.com/title/tt0328828/,movie,6.3,96,2003,Comedy,189385,2003-07-24,Jesse Dylan
146,tt0433400,2018-02-19,2018-02-19,,Just Friends,https://www.imdb.com/title/tt0433400/,movie,6.2,96,2005,"Comedy, Romance",102452,2005-11-23,Roger Kumble
147,tt0129290,2018-02-19,2018-02-19,,Patch Adams,https://www.imdb.com/title/tt0129290/,movie,6.8,115,1998,"Biography, Comedy, Drama, Romance",100220,1998-10-21,Tom Shadyac
148,tt0093105,2018-02-19,2018-02-19,,"Good Morning, Vietnam",https://www.imdb.com/title/tt0093105/,movie,7.3,121,1987,"Biography, Comedy, Drama, War",121631,1987-12-23,Barry Levinson
149,tt0165710,2018-02-19,2018-02-19,,Detroit Rock City,https://www.imdb.com/title/tt0165710/,movie,6.9,95,1999,"Comedy, Music",34558,1999-08-09,Adam Rifkin
